ItemID,album,artist,title,mp3url,description,imageurl,category_id
744,\N,Marit Larsen,If A Song Could Get Me You,Music/MusicLoad/Marit_Larsen--If_A_Song_Could_Get_Me_You.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/56/c/2/vrsgv_fqasexj76aebwunyj3vk3lys6m/under-the-surface-marit-larsen.jpg,8
746,\N,Kate Nash,Foundations - Full Explicit Version,Music/MusicLoad/Kate_Nash--Foundations_-_Full_Explicit_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/89/c/6/vi6l2_nk44yu4sbf742qjdagap6zc3e4/foundations-kate-nash.jpg,8
747,\N,Jan Delay,Hoffnung - Single Version,Music/MusicLoad/Jan_Delay--Hoffnung_-_Single_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/46/c/8/vwdxv_rcaxquzcczyezcpsgorohsawby/hoffnung-jan-delay.jpg,8
748,\N,Giovanni,I Cant Dance Alone [feat. Ross Antony],Music/MusicLoad/Giovanni--I_Can_t_Dance_Alone__feat__Ross_Antony_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/89/c/5/vhe5l_kk45vq3aqz544o45mrksm3qg2m/i-can-t-dance-alone-feat-ross-antony-giovanni.jpg,8
750,\N,Eric Chase,If You Tolerate This (Club Mix),Music/MusicLoad/Eric_Chase--If_You_Tolerate_This__Club_Mix_.mp3,\N,http://d-static.musicload-shop.de/cov/m/75/78/cover/09/83/0000000000098363/881226538627_ad48241cb382ab930aa007bfa95a6c2f/kontor-top-of-the-clubs-2010-01-various-artists.jpg,8
751,\N,Florence + The Machine,Youve Got The Love,Music/MusicLoad/Florence___The_Machine--You_ve_Got_The_Love.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/77/cover/09/76/000000000009763d/UMG_cvrart_00602527260587_01_RGB300_1100x1100_2629921_3b3da3f3419c63bdf97ba26c65454b56/you-ve-got-the-love-florence-the-machine.jpg,8
753,\N,Shakira,Gypsy - Album Version,Music/MusicLoad/Shakira--Gypsy_-_Album_Version.mp3,\N,http://b-static.musicload-shop.de/cov/m/75/73/cover/08/fc/000000000008fc88/00000000000021471376-300x300_72dpi_RGB_f6edee8d157afd8d933ce4b672b8b765/she-wolf-shakira.jpg,8
755,\N,Unheilig,An deiner Seite,Music/MusicLoad/Unheilig--An_deiner_Seite.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/46/c/f/vvxxf_6d3loxnflcveriemb4xnecyd6i/puppenspiel-unheilig.jpg,8
757,\N,Livingston,Go - Single Version,Music/MusicLoad/Livingston--Go_-_Single_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/5/c/7/vpzqm_ptaaptqdbe4knscdqpavgfjqkm/go-livingston.jpg,8
749,\N,Goldfrapp,Rocket,Music/MusicLoad/Goldfrapp--Rocket.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/89/c/9/vgeze_tjrm3dni2e3apogmw6pqlrpu5u/rocket-goldfrapp.jpg,4
732,\N,Unheilig,Fur immer,Music/MusicLoad/Unheilig--F_uuml_r_immer.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/19/c/9/vm3x2_svsltsoi64sdtfsmogde32uhgq/grosse-freiheit-unheilig.jpg,8
738,\N,Nena,Du bist so gut fur mich (Radio Edit),Music/MusicLoad/Nena--Du_bist_so_gut_f_uuml_r_mich__Radio_Edit_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/5/c/6/vp4mj_mt5ppdfjl6mo3xdjuyu62zm4tq/du-bist-so-gut-fuer-mich-nena.jpg,8
742,\N,Jason Derulo,In My Head (Album Version),Music/MusicLoad/Jason_Derulo--In_My_Head__Album_Version__-_Album_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/102/c/2/v4vrs_e44gw6ruuqzmszahru6p6wopn4/jason-derulo-jason-derulo.jpg,8
752,\N,Sean Paul,Hold My Hand (Original Version),Music/MusicLoad/Sean_Paul--Hold_My_Hand__Original_Version__-_Original_Ve_hellip_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/56/c/9/vrjaq_skoqan6xnjl476pf2nvop4ywfm/hold-my-hand-sean-paul.jpg,8
754,\N,Jay-Z,Young Forever [Jay-Z + Mr Hudson],Music/MusicLoad/Jay-Z--Young_Forever__Jay-Z___Mr_Hudson___Explicit_A_hellip_.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/77/cover/08/b3/000000000008b3c1/075678958663_3c82593b59d8863f7911b0c001614412/the-blueprint-3-jay-z.jpg,8
756,\N,Three 6 Mafia vs. Tiesto with Sean Kingston,Feel It,Music/MusicLoad/Three_6_Mafia_vs__Ti_euml_sto_with_Sean_Kingston_a_hellip_--Feel_It_-_Explicit_Albu_hellip_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/35/c/c/vu2u3_zuy3zik5t4p4xqitrxp4fwnzlq/feel-it-three-6-mafia-vs-tiesto-with-sean-kingston-and-flo-rida.jpg,4
759,\N,Fettes Brot,Jein (Radio Edit),Music/MusicLoad/Fettes_Brot--Jein__Radio_Edit_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/88/c/9/vdbmj_tlwznjngq7vxcvy32km4urcruq/jein-radio-edit-fettes-brot.jpg,8
761,\N,Lady GaGa,Paparazzi,Music/MusicLoad/Lady_GaGa--Paparazzi.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/88/c/2/vb3rm_e42vjdxtykcacwg3vc76fculpy/we-love-winter-various-artists.jpg,8
760,\N,Bon Jovi,Superman Tonight - Album Version,Music/MusicLoad/Bon_Jovi--Superman_Tonight_-_Album_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/88/c/0/vc4hg_bfitsxzmjn5ppttj6ebj72dbfu/superman-tonight-bon-jovi.jpg,10
762,\N,DJ Gollum vs. Basslovers United,Narcotic,Music/MusicLoad/DJ_Gollum_vs__Basslovers_United--Narcotic__DJ_Gollum_Rad_hellip_.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/91/c/a/v6qs3_uyznffgaulbgwygfntfh5qg65e/narcotic-dj-gollum-vs-basslovers-united.jpg,4
758,\N,Dominik Buchele,Closer To Heaven,Music/MusicLoad/Dominik_B_uuml_chele--Closer_To_Heaven.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/89/c/a/vere4_urtgyvlczl5qwqhs322rblq5dq/closer-to-heaven-dominik-buechele.jpg,8
